"","GSM711956"
"8018038",5.886
"8018078",1.31274
"8018082",5.12199
"8018093",2.74159
"8018095",1.92916
"8018097",6.22033
"8018102",2.86501
"8018107",4.47785
"8018114",3.44842
"8018156",2.95956
"8018164",3.67313
"8018169",2.91236
"8018177",4.62727
"8018184",3.15051
"8018189",3.66401
"8018196",4.45741
"8018209",4.79679
"8018220",3.2506
"8018236",4.12255
"8018251",4.25925
"8018258",3.55882
"8018264",4.95864
"8018288",6.90937
"8018295",1.6835
"8018297",3.6515
"8018305",6.00433
"8018315",7.66056
"8018324",5.1709
"8018343",3.84505
"8018352",3.59184
"8018364",5.9892
"8018377",2.96141
"8018379",4.33548
"8018400",4.57292
"8018428",3.92313
"8018439",7.70827
"8018445",2.83899
"8018449",4.361
"8018482",4.98106
"8018494",4.86804
"8018502",4.61767
"8018511",4.1428
"8018522",4.42488
"8018558",6.80973
"8018579",4.04289
"8018600",7.08455
"8018620",5.58453
"8018646",3.8838
"8018652",3.96421
"8018673",3.41279
"8018694",5.81468
"8018708",4.23901
"8018731",3.96574
"8018754",5.24641
"8018761",3.84483
"8018774",4.97719
"8018786",4.51478
"8018791",3.04067
"8018793",4.66256
"8018803",7.55666
"8018814",2.21973
"8018816",5.14079
"8018818",2.00795
"8018823",4.86786
"8018849",4.63657
"8018860",2.49852
"8018864",5.19672
"8018870",2.73738
"8018872",3.59809
"8018902",2.51384
"8018906",5.84666
"8018908",2.9359
"8018922",6.67514
"8018935",2.08625
"8018937",4.93442
"8018966",8.94061
"8018972",5.12939
"8018975",6.83891
"8018982",4.92532
"8018993",4.17488
"8019005",3.38706
"8019010",4.47012
"8019018",4.74259
"8019031",4.7209
"8019046",6.0295
"8019061",4.36902
"8019071",3.78806
"8019074",5.55301
"8019081",2.9492
"8019083",3.83682
"8019088",2.60119
"8019090",4.23285
"8019108",4.0419
"8019136",4.443
"8019149",5.90991
"8019170",3.95347
"8019177",3.72939
"8019181",4.84109
"8019183",10.2569
"8019194",4.58286
"8019211",6.65665
"8019231",2.67571
"8019238",4.75746
"8019243",3.11906
"8019250",8.88907
"8019263",5.82247
"8019273",6.49174
"8019280",5.4279
"8019296",4.44179
"8019308",5.11884
"8019316",4.04563
"8019331",4.48114
"8019334",3.7071
"8019347",4.71728
"8019350",5.33161
"8019357",6.35889
"8019367",4.66225
"8019376",5.2685
"8019392",4.67968
"8019437",4.62412
"8019463",6.88158
"8019478",5.04544
"8019486",3.18972
"8019494",3.84128
"8019507",5.4058
"8019517",2.27426
"8019521",2.43856
"8019523",6.78354
"8019532",5.5226
"8019541",2.27984
"8019545",4.42337
"8019559",3.94424
"8019561",1.22727
"8019563",4.5426
"8019565",3.69661
"8019570",2.24281
"8019574",5.01745
"8019576",5.27483
"8019578",4.52501
"8019585",3.47582
"8019588",3.21848
"8019593",2.89195
"8019597",2.42267
"8019599",1.82095
"8019604",2.45749
"8019614",2.75124
"8019622",5.26508
"8019631",9.60357
"8019633",9.60357
"8019635",9.60357
"8019637",9.60357
"8019639",9.60357
"8019641",9.60357
"8019643",4.19964
"8019647",1.63264
"8019649",4.1223
"8019651",4.35015
"8019655",5.35524
"8019669",4.17409
"8019687",4.03703
"8019693",4.55571
"8019699",3.79339
"8019703",9.60357
"8019705",9.60357
"8019707",9.60357
"8019709",9.53098
"8019711",3.62101
"8019716",5.26721
"8019731",5.68843
"8019737",5.41531
"8019751",1.9407
"8019754",3.69406
"8019762",9.57422
"8019765",5.90474
"8019772",6.88721
"8019778",5.38331
"8019796",6.3725
"8019798",4.85222
"8019802",9.50254
"8019804",2.98252
"8019807",6.42762
"8019828",2.4599
"8019831",2.57568
"8019842",5.24819
"8019851",4.03189
"8019857",3.73983
"8019875",1.40897
"8019877",7.34416
"8019885",7.95437
"8019908",4.2146
"8019910",2.15037
"8019912",5.63215
"8019924",7.17389
"8019930",8.00938
"8019937",3.95827
"8019939",5.17582
"8019954",5.66016
"8019958",1.82449
"8019960",1.50604
"8019962",2.48969
"8019964",3.58006
"8019988",6.55188
"8020025",3.64511
"8020027",3.00784
"8020029",6.08262
"8020037",4.42383
"8020058",6.6251
"8020068",6.12464
"8020086",6.10957
"8020088",4.58136
"8020090",6.86761
"8020100",6.40379
"8020110",7.59345
"8020123",2.86094
"8020129",6.33128
"8020139",7.26385
"8020141",5.47535
"8020149",6.7521
"8020162",4.39644
"8020164",3.79661
"8020179",7.61111
"8020183",5.27425
"8020197",2.53261
"8020209",1.64835
"8020211",3.08185
"8020220",6.18616
"8020226",3.84176
"8020239",1.66414
"8020241",6.87787
"8020252",1.48095
"8020254",5.76206
"8020267",6.26449
"8020308",6.17365
"8020321",5.892
"8020323",5.50492
"8020339",3.07972
"8020343",3.711
"8020347",2.37664
"8020349",1.95204
"8020352",3.21077
"8020354",2.79575
"8020357",1.67833
"8020375",1.75515
"8020377",3.42152
"8020382",1.91577
"8020384",3.61677
"8020411",5.31737
"8020419",3.12575
"8020421",1.4065
"8020423",6.8646
"8020449",4.95245
"8020451",3.68374
"8020453",2.67559
"8020455",6.77331
"8020464",2.30021
"8020466",1.53641
"8020468",5.71162
"8020491",4.71004
"8020493",2.61747
"8020495",5.51648
"8020508",7.59927
"8020527",6.77951
"8020549",3.12765
"8020551",6.08895
"8020630",5.40556
"8020647",5.66835
"8020650",4.28832
"8020653",3.33459
"8020664",1.28032
"8020666",1.88541
"8020668",5.83769
"8020682",1.58632
"8020684",1.99682
"8020691",2.64157
"8020702",4.12594
"8020717",3.16689
"8020722",1.66725
"8020724",2.43774
"8020740",2.58373
"8020760",3.77076
"8020762",4.31052
"8020779",6.85935
"8020795",6.78845
"8020802",1.66165
"8020804",1.85124
"8020806",3.61661
"8020814",5.09556
"8020825",5.55175
"8020827",2.25361
"8020842",3.22528
"8020844",2.253
"8020847",3.68824
"8020878",6.02488
"8020889",4.85806
"8020898",4.56762
"8020903",6.35435
"8020919",3.48975
"8020930",6.4082
"8020955",4.89786
"8020971",3.21292
"8020973",4.41596
"8021001",3.3938
"8021013",1.96928
"8021015",6.58278
"8021043",2.56559
"8021045",2.15139
"8021047",5.01349
"8021058",3.14265
"8021081",3.17993
"8021091",3.98848
"8021101",4.76551
"8021113",4.45788
"8021120",2.88857
"8021129",2.85722
"8021131",3.63964
"8021147",2.08187
"8021150",2.26306
"8021152",1.952
"8021154",4.95279
"8021169",4.75797
"8021181",10.0104
"8021183",10.778
"8021185",2.21966
"8021187",2.36044
"8021199",3.72874
"8021208",7.04947
"8021222",4.64955
"8021228",7.25912
"8021243",1.61397
"8021245",4.48085
"8021275",5.74421
"8021286",2.99651
"8021297",2.67783
"8021301",5.12608
"8021312",6.08523
"8021342",2.58815
"8021344",4.21018
"8021349",2.43476
"8021357",4.65163
"8021363",3.3669
"8021365",4.93891
"8021368",4.87395
"8021372",2.55062
"8021374",2.63329
"8021376",5.04468
"8021416",1.54156
"8021418",6.44593
"8021438",3.09876
"8021440",1.97232
"8021442",6.26926
"8021453",6.52684
"8021461",4.43263
"8021468",3.74806
"8021470",3.92861
"8021478",2.60041
"8021480",1.75445
"8021482",1.87188
"8021484",3.12026
"8021496",6.09599
"8021528",5.80162
"8021540",1.49234
"8021542",4.91875
"8021546",4.0058
"8021563",4.71957
"8021565",5.25371
"8021584",5.34192
"8021594",1.86828
"8021603",2.35348
"8021614",2.01132
"8021623",3.27851
"8021635",3.76719
"8021645",2.08618
"8021653",4.81836
"8021664",1.88933
"8021666",1.73782
"8021668",2.58286
"8021683",1.45681
"8021685",4.59834
"8021695",3.88533
"8021707",5.77268
"8021712",4.07042
"8021714",3.66594
"8021716",4.52117
"8021725",3.72287
"8021727",6.73178
"8021741",2.80315
"8021756",4.86501
"8021768",4.78699
"8021774",3.81472
"8021777",2.00899
"8021783",5.12315
"8021818",2.47736
"8021824",1.894
"8021826",4.40271
"8021832",5.58432
"8021866",4.77658
"8021884",4.51507
"8021900",4.90709
"8021905",4.84561
"8021914",4.10436
"8021919",5.55074
"8021924",6.13562
"8021946",5.43694
"8021961",1.51319
"8021963",3.20691
"8021966",5.50726
"8021984",5.78609
"8021993",2.80623
"8021995",2.22588
"8022007",3.14056
"8022009",6.29445
"8022020",2.05066
"8022022",6.43568
"8022043",5.79176
"8022045",5.28376
"8022085",3.01128
"8022100",2.4406
"8022102",1.48303
"8022104",1.80208
"8022106",2.97865
"8022110",4.96676
"8022118",5.3731
"8022145",4.93101
"8022168",1.8935
"8022170",8.67159
"8022174",1.98744
"8022176",3.95795
"8022243",2.22123
"8022245",1.7049
"8022247",1.79199
"8022249",2.33804
"8022251",7.40405
"8022275",1.69802
"8022277",3.90983
"8022279",1.96803
"8022281",1.48899
"8022283",4.72595
"8022295",6.3841
"8022310",6.77986
"8022320",7.76943
"8022326",4.68383
"8022338",7.71429
"8022340",1.77932
"8022342",6.53061
"8022356",5.59434
"8022378",2.49073
"8022380",3.8209
"8022393",5.65811
"8022404",4.45157
"8022410",3.47529
"8022412",2.02179
"8022418",5.36075
"8022420",3.90205
"8022424",4.98771
"8022426",3.01917
"8022428",2.45744
"8022434",2.12739
"8022436",1.57654
"8022439",1.36224
"8022441",6.43148
"8022471",1.56183
"8022473",5.50847
"8022488",6.04199
"8022498",1.98759
"8022500",1.58238
"8022502",1.87136
"8022504",1.77633
"8022506",4.21541
"8022508",2.62655
"8022514",4.52179
"8022531",6.88309
"8022557",2.15398
"8022559",3.95575
"8022570",1.62307
"8022572",5.25751
"8022606",3.42472
"8022608",4.15056
"8022610",3.09306
"8022612",5.38268
"8022623",4.25941
"8022625",6.3796
"8022640",5.34271
"8022642",1.28703
"8022644",2.16326
"8022646",3.8145
"8022653",2.56628
"8022655",2.59168
"8022666",3.1799
"8022674",5.01453
"8022692",2.57561
"8022711",6.87045
"8022728",2.65694
"8022745",1.6895
"8022747",4.72605
"8022761",2.08573
"8022763",1.75383
"8022767",6.11786
"8022799",2.48937
"8022801",1.67121
"8022803",5.49451
"8022814",10.0871
"8022817",2.69603
"8022831",2.13943
"8022856",2.72621
"8022870",3.25129
"8022872",3.88128
"8022882",6.00111
"8022892",3.20353
"8022902",4.0244
"8022912",3.98253
"8022914",6.68478
"8022927",5.59511
"8022941",5.96929
"8022952",3.89961
"8022970",3.68647
"8022972",8.84089
"8022974",1.86389
"8022976",3.00556
"8022986",3.38859
"8022994",1.64208
"8022996",5.99235
"8023043",5.25548
"8023059",3.87868
"8023061",3.00965
"8023063",8.07587
"8023078",1.67685
"8023080",3.15365
"8023121",2.6647
"8023133",5.62761
"8023152",2.8566
"8023154",3.12705
"8023156",4.72954
"8023159",2.95967
"8023165",6.52085
"8023175",6.08726
"8023184",2.30806
"8023187",1.29291
"8023189",2.3677
"8023191",7.24898
"8023195",7.31575
"8023212",4.29367
"8023216",2.40013
"8023218",2.48243
"8023220",4.42373
"8023228",6.7606
"8023246",5.35124
"8023252",5.56456
"8023259",3.99067
"8023261",6.09377
"8023267",5.28417
"8023308",3.4532
"8023310",2.12103
"8023312",2.32416
"8023314",3.02293
"8023323",5.54956
"8023344",4.89433
"8023361",2.93123
"8023373",1.41424
"8023375",2.44245
"8023377",6.51233
"8023380",2.44103
"8023382",6.90758
"8023392",5.38148
"8023394",1.74083
"8023401",4.80321
"8023415",7.13073
"8023437",2.88608
"8023448",2.47363
"8023450",5.4629
"8023462",1.89889
"8023466",4.54414
"8023481",8.19278
"8023497",6.64526
"8023526",5.45771
"8023528",4.0636
"8023545",1.87182
"8023547",1.27187
"8023549",3.52378
"8023554",2.1773
"8023561",7.73952
"8023575",3.13458
"8023591",2.57219
"8023593",3.87438
"8023596",2.27414
"8023598",5.70231
"8023605",5.42124
"8023640",2.08046
"8023642",1.49746
"8023644",1.37884
"8023646",4.86791
"8023656",5.57163
"8023672",6.32852
"8023688",2.34605
"8023696",2.35002
"8023703",2.21216
"8023708",2.41578
"8023710",3.57284
"8023727",4.66504
"8023735",5.4641
"8023755",1.56694
"8023757",3.72057
"8023766",4.91084
"8023816",2.39194
"8023822",3.31694
"8023828",3.79211
"8023843",3.04321
"8023855",7.4871
"8023862",4.34111
"8023864",2.88712
"8023868",4.78961
"8023871",6.44923
"8023876",2.40775
"8023882",4.52026
"8023889",4.51404
"8023906",1.69558
"8023908",2.1765
"8023910",3.11145
"8023914",5.23151
"8023920",4.50695
"8023926",3.79477
"8023933",3.24338
"8023935",2.069
"8023937",2.07457
"8023939",3.42509
"8023941",5.05855
"8023948",4.15699
"8023955",6.58104
"8023968",4.41167
"8023977",4.35074
"8023984",3.77105
"8023990",3.64088
"8023995",5.15732
"8024001",5.83418
"8024003",5.11779
"8024013",6.33879
"8024019",6.80605
"8024038",3.85124
"8024048",4.72301
"8024056",4.45477
"8024062",5.07473
"8024070",4.23786
"8024078",4.62066
"8024089",4.55216
"8024100",4.59392
"8024111",6.88266
"8024120",4.1672
"8024170",4.15965
"8024194",7.83276
"8024204",5.10378
"8024219",6.05539
"8024228",5.00192
"8024238",8.00153
"8024246",5.8301
"8024250",4.59493
"8024255",5.04845
"8024273",4.47799
"8024282",5.49689
"8024299",5.86296
"8024304",3.37463
"8024306",3.89077
"8024323",4.73266
"8024331",4.05966
"8024347",4.08427
"8024356",3.71186
"8024358",5.17637
"8024373",4.05776
"8024391",4.57292
"8024420",5.72042
"8024429",4.9274
"8024436",7.48719
"8024444",3.7984
"8024446",4.76913
"8024467",4.15587
"8024485",5.51467
"8024494",2.27433
"8024497",4.39559
"8024511",4.52568
"8024518",4.54675
"8024527",2.86508
"8024532",4.53242
"8024537",2.74664
"8024557",5.42831
"8024566",4.43136
"8024572",5.15576
"8024582",3.49284
"8024584",5.16103
"8024605",3.78479
"8024623",5.98869
"8024637",5.06303
"8024655",4.69226
"8024660",5.52484
"8024676",3.30097
"8024682",3.10053
"8024687",6.00636
"8024708",4.13315
"8024712",3.55511
"8024728",4.36119
"8024740",5.10821
"8024754",3.44096
"8024768",4.34725
"8024792",3.89169
"8024798",4.128
"8024808",3.15109
"8024816",3.31486
"8024829",3.61091
"8024843",4.64984
"8024864",5.05854
"8024882",2.86063
"8024885",2.98951
"8024888",3.16874
"8024896",2.86873
"8024898",3.99998
"8024900",4.2405
"8024909",4.10896
"8024934",3.58302
"8024936",6.96039
"8024956",3.47159
"8024966",5.54971
"8024971",2.71556
"8024995",4.09355
"8025000",4.17707
"8025004",5.24181
"8025011",2.39874
"8025028",5.44777
"8025035",3.80225
"8025041",4.68089
"8025051",4.23749
"8025053",3.75804
"8025058",6.5439
"8025076",4.61922
"8025103",3.02248
"8025124",2.52309
"8025126",3.62973
"8025129",2.98171
"8025132",4.29349
"8025142",5.96453
"8025169",3.14297
"8025179",7.41244
"8025183",5.53733
"8025199",4.95463
"8025237",4.85422
"8025255",6.13922
"8025278",4.98697
"8025285",4.13639
"8025296",4.21982
"8025301",3.2943
"8025303",3.51102
"8025321",4.8969
"8025328",3.76705
"8025347",3.62645
"8025351",3.67093
"8025368",5.13169
"8025375",3.28131
"8025382",4.3047
"8025395",10.081
"8025402",3.48133
"8025414",6.58174
"8025421",4.93661
"8025429",8.17828
"8025450",3.07518
"8025452",2.45657
"8025456",2.8468
"8025458",4.27059
"8025470",2.39489
"8025474",2.39226
"8025476",2.23125
"8025478",6.0338
"8025488",4.2668
"8025498",8.81079
"8025500",6.05838
"8025506",4.81329
"8025515",3.47781
"8025522",3.3608
"8025551",5.15159
"8025563",4.63359
"8025584",2.98468
"8025586",4.30003
"8025601",6.57763
"8025612",3.74289
"8025621",3.78379
"8025633",5.09375
"8025659",4.64853
"8025672",7.42628
"8025697",6.94787
"8025728",4.65122
"8025741",7.08184
"8025766",5.47587
"8025783",3.67657
"8025788",5.9189
"8025826",5.36893
"8025828",7.32869
"8025850",4.23242
"8025858",2.23184
"8025868",4.22951
"8025877",4.80588
"8025888",4.28499
"8025893",1.94204
"8025895",7.08294
"8025918",4.29177
"8025927",5.46242
"8025933",3.00663
"8025945",3.68701
"8025951",3.03703
"8025958",5.49015
"8025964",4.48851
"8025968",5.08898
"8025973",6.06966
"8025978",3.5957
"8025982",1.85181
"8025984",3.95038
"8025990",1.47438
"8025992",2.7561
"8025996",1.89861
"8025998",5.4214
"8026005",1.57145
"8026007",5.38268
"8026013",3.96114
"8026024",6.15078
"8026035",2.69626
"8026047",6.92014
"8026051",4.71223
"8026063",3.05603
"8026090",3.95759
"8026106",9.04866
"8026122",5.41309
"8026133",2.90504
"8026139",6.44753
"8026155",4.50569
"8026163",6.04147
"8026170",5.44967
"8026182",5.56728
"8026193",6.86668
"8026198",4.30564
"8026212",3.96479
"8026214",5.32799
"8026217",4.82402
"8026250",4.78549
"8026265",3.7646
"8026272",3.76963
"8026292",4.85733
"8026294",4.17173
"8026298",3.66029
"8026300",6.75385
"8026315",5.72278
"8026339",5.21476
"8026341",6.43342
"8026350",3.80247
"8026361",5.19734
"8026363",3.44853
"8026365",3.74922
"8026381",1.92327
"8026383",2.21483
"8026385",2.36468
"8026388",2.58891
"8026390",3.23864
"8026398",2.20312
"8026405",3.93087
"8026407",4.53191
"8026418",2.10167
"8026420",2.24187
"8026422",3.79494
"8026424",3.39611
"8026440",9.35
"8026442",2.61219
"8026456",4.09356
"8026468",3.68018
"8026483",2.51332
"8026486",2.21373
"8026488",3.31913
"8026490",3.50351
"8026494",1.85589
"8026496",2.75325
"8026503",3.1941
"8026513",7.40656
"8026520",4.81529
"8026533",4.32381
"8026541",5.0114
"8026548",5.1509
"8026564",5.67146
"8026568",3.93909
"8026579",5.18683
"8026587",3.22859
"8026610",4.97677
"8026631",4.19544
"8026638",5.86068
"8026679",4.96625
"8026687",4.08303
"8026696",2.62147
"8026698",6.20278
"8026712",4.13896
"8026724",3.6658
"8026729",7.03332
"8026735",4.22325
"8026751",4.51163
"8026763",4.45434
"8026780",4.21911
"8026787",3.32239
"8026806",6.27904
"8026821",4.89874
"8026830",3.73188
"8026861",4.52128
"8026868",9.21582
"8026875",6.339
"8026877",3.25257
"8026895",5.46126
"8026900",3.65519
"8026915",4.48329
"8026926",4.38871
"8026954",4.59281
"8026971",7.67286
"8026982",5.28425
"8026989",2.80066
"8026991",4.87672
"8027002",3.64372
"8027006",5.2189
"8027018",6.00036
"8027024",8.10322
"8027032",4.82676
"8027040",3.87294
"8027049",4.96076
"8027053",5.02417
"8027074",5.94921
"8027100",4.77213
"8027117",4.45064
"8027128",4.61744
"8027139",4.45826
"8027152",3.73824
"8027167",1.37906
"8027169",5.61586
"8027184",5.72992
"8027205",5.34947
"8027213",4.81371
"8027222",4.75059
"8027233",4.62743
"8027239",1.69015
"8027241",2.91829
"8027247",4.10764
"8027254",3.41029
"8027258",7.26778
"8027260",4.48721
"8027266",2.64174
"8027268",4.66283
"8027272",5.02692
"8027279",4.04166
"8027285",5.20996
"8027292",5.2348
"8027297",4.56142
"8027304",4.96566
"8027312",3.64564
"8027320",1.97594
"8027323",2.64081
"8027330",3.90283
"8027332",2.11414
"8027341",1.64092
"8027343",3.63743
"8027345",2.49933
"8027348",3.52602
"8027352",10.177
"8027354",2.62936
"8027363",2.30352
"8027368",5.38535
"8027377",3.99345
"8027381",4.27795
"8027383",2.15391
"8027385",4.90584
"8027390",5.65854
"8027398",4.44901
"8027402",4.68787
"8027414",3.65744
"8027416",6.52859
"8027429",2.81367
"8027431",2.36517
"8027437",2.90951
"8027439",5.55076
"8027448",4.24452
"8027473",5.56735
"8027480",2.06766
"8027482",2.81843
"8027510",3.77997
"8027519",1.7843
"8027521",4.39043
"8027543",2.99198
"8027556",3.98855
"8027564",2.3373
"8027566",5.23058
"8027574",3.85179
"8027584",4.82851
"8027592",7.79469
"8027604",5.36559
"8027621",7.38412
"8027642",4.52716
"8027650",6.56184
"8027665",5.97168
"8027674",5.64538
"8027685",4.59186
"8027692",3.48664
"8027701",5.79076
"8027719",4.91527
"8027728",3.63169
"8027744",2.48625
"8027746",3.64457
"8027748",8.02689
"8027760",4.37737
"8027770",4.16664
"8027778",7.24778
"8027793",6.19518
"8027805",6.74888
"8027819",3.90719
"8027824",3.03553
"8027837",2.95148
"8027854",4.25518
"8027856",3.33698
"8027860",3.0849
"8027862",2.2632
"8027864",3.20475
"8027876",6.80015
"8027884",10.374
"8027886",4.36788
"8027908",4.12483
"8027920",3.42214
"8027932",6.78565
"8027938",2.7192
"8027947",3.53774
"8027956",4.50749
"8027996",6.42571
"8028002",4.11782
"8028004",4.86006
"8028016",4.50972
"8028030",4.05046
"8028058",3.56917
"8028084",3.68829
"8028102",2.98974
"8028104",5.12609
"8028112",4.41542
"8028117",6.3071
"8028119",4.08354
"8028158",3.04591
"8028162",5.95683
"8028172",6.99846
"8028186",6.33899
"8028190",3.72248
"8028192",3.30255
"8028194",3.27519
"8028200",3.02209
"8028206",3.44804
"8028213",3.9831
"8028219",4.15415
"8028227",5.48379
"8028233",4.69682
"8028241",3.96018
"8028248",4.35193
"8028254",3.54166
"8028266",2.72242
"8028275",1.35287
"8028277",1.73919
"8028279",1.94011
"8028281",1.41857
"8028283",2.01627
"8028286",5.27682
"8028309",3.95474
"8028311",6.59748
"8028323",3.78897
"8028325",5.96025
"8028332",4.42004
"8028341",3.48025
"8028380",6.53692
"8028389",3.58452
"8028397",4.46326
"8028407",3.26225
"8028514",6.97136
"8028524",8.63003
"8028546",4.43678
"8028552",4.28205
"8028563",3.44639
"8028570",2.93475
"8028583",4.76454
"8028600",3.7405
"8028607",3.46331
"8028613",3.46792
"8028624",5.23565
"8028643",4.67493
"8028645",4.58977
"8028652",5.31416
"8028656",4.86276
"8028674",5.60464
"8028705",5.73062
"8028719",2.91706
"8028730",3.39731
"8028737",2.07979
"8028742",2.01836
"8028744",2.11586
"8028750",2.77895
"8028756",6.79484
"8028770",4.08133
"8028778",4.25326
"8028789",1.27906
"8028791",6.67357
"8028806",3.39183
"8028851",5.12883
"8028872",5.87128
"8028908",4.40127
"8028916",5.23307
"8028924",6.5634
"8028930",4.45969
"8028940",5.05786
"8028950",2.52935
"8028955",3.8149
"8028963",3.02527
"8028973",3.02044
"8028984",3.25016
"8028991",5.18974
"8029006",6.4231
"8029029",6.53029
"8029050",4.4548
"8029056",4.55621
"8029065",5.28206
"8029076",3.06927
"8029086",8.86073
"8029098",8.87351
"8029107",4.30688
"8029117",3.39514
"8029129",6.65581
"8029136",5.36904
"8029147",5.51054
"8029182",3.23476
"8029188",4.24653
"8029193",5.00915
"8029214",2.49907
"8029219",4.25209
"8029236",4.36504
"8029273",4.87057
"8029278",2.15619
"8029280",3.44104
"8029289",2.13304
"8029299",3.11089
"8029301",4.32648
"8029306",3.42231
"8029311",3.9796
"8029318",2.60887
"8029321",4.76584
"8029331",3.65016
"8029340",3.64172
"8029347",3.37901
"8029353",3.51711
"8029360",3.86701
"8029368",4.24077
"8029375",3.1912
"8029377",5.74075
"8029385",3.92034
"8029392",4.88769
"8029399",4.39071
"8029413",4.79706
"8029423",3.02483
"8029435",1.50724
"8029437",4.70714
"8029446",3.72534
"8029458",4.15649
"8029465",5.0639
"8029476",4.62561
"8029489",3.9308
"8029507",5.15573
"8029521",4.61093
"8029530",5.03172
"8029536",4.35884
"8029541",4.57529
"8029547",3.00445
"8029551",4.48626
"8029560",6.86481
"8029580",5.67372
"8029592",4.45376
"8029615",4.12827
"8029617",4.02335
"8029624",4.43272
"8029640",5.10679
"8029642",5.00386
"8029669",2.56172
"8029671",3.92761
"8029688",3.13932
"8029693",4.78183
"8029701",3.77296
"8029710",5.82932
"8029726",2.7354
"8029728",4.70762
"8029744",4.74505
"8029754",4.28245
"8029759",4.82975
"8029773",6.30871
"8029779",3.37681
"8029784",4.05354
"8029814",6.02722
"8029829",2.57834
"8029831",6.15733
"8029845",1.66499
"8029847",4.2832
"8029854",4.52039
"8029856",6.19275
"8029870",3.24245
"8029884",7.13845
"8029894",5.26336
"8029907",4.9015
"8029914",2.93554
"8029918",4.10718
"8029937",3.14536
"8029939",4.2257
"8029950",6.10104
"8029958",6.30405
"8029969",6.70297
"8029978",3.02468
"8029988",2.78946
"8029996",4.23191
"8030002",2.89349
"8030007",5.83329
"8030015",3.35431
"8030022",3.80853
"8030035",4.67746
"8030044",2.92236
"8030049",6.55721
"8030064",5.28382
"8030067",4.07957
"8030076",2.03277
"8030078",3.96687
"8030092",3.95583
"8030094",5.75878
"8030105",2.84776
"8030113",5.22493
"8030128",4.5581
"8030133",6.93696
"8030148",3.81176
"8030158",5.73353
"8030171",9.14108
"8030181",3.63098
"8030187",4.02748
"8030197",2.6573
"8030199",7.00475
"8030212",4.05186
"8030220",3.54572
"8030251",5.30295
"8030277",5.04903
"8030292",3.39532
"8030299",3.93832
"8030321",4.57469
"8030339",5.17017
"8030351",9.68991
"8030360",5.68675
"8030362",8.16143
"8030364",6.3417
"8030366",7.26599
"8030368",10.2566
"8030374",5.40345
"8030383",4.97805
"8030391",4.78363
"8030393",2.96496
"8030403",5.69117
"8030416",4.70126
"8030429",4.08974
"8030437",6.38281
"8030448",4.40854
"8030470",5.41026
"8030498",5.08385
"8030525",5.50117
"8030539",5.11205
"8030557",4.3392
"8030563",2.89312
"8030569",3.28689
"8030578",2.72696
"8030582",5.96245
"8030630",4.30536
"8030641",3.59634
"8030671",3.50366
"8030677",3.35939
"8030706",5.30586
"8030721",4.28228
"8030731",1.34938
"8030733",2.30764
"8030736",3.83392
"8030749",3.02443
"8030753",3.47028
"8030768",4.1698
"8030782",3.4442
"8030789",3.33195
"8030796",3.07794
"8030804",4.17109
"8030813",2.79832
"8030823",3.01866
"8030826",2.10503
"8030831",3.34161
"8030838",2.9456
"8030840",1.94592
"8030842",4.86341
"8030844",2.53505
"8030846",3.57483
"8030848",4.51368
"8030860",2.66678
"8030866",5.35395
"8030871",4.15306
"8030879",1.53133
"8030881",6.81936
"8030899",4.58452
"8030908",5.97208
"8030914",3.64663
"8030925",4.67346
"8030931",5.49052
"8030939",3.17654
"8030944",1.48696
"8030946",7.61343
"8030950",3.652
"8030954",4.25571
"8030964",2.52766
"8030969",3.29244
"8030972",2.7907
"8030974",3.65796
"8030978",5.78478
"8030980",9.49136
"8030982",5.55295
"8030991",7.17205
"8030993",3.52635
"8030997",3.68644
"8030999",3.78125
"8031011",3.44753
"8031013",3.03172
"8031027",1.8993
"8031029",1.61065
"8031031",1.58878
"8031035",2.118
"8031037",1.23201
"8031039",1.70206
"8031045",1.7704
"8031047",6.05347
"8031057",3.3341
"8031076",3.66156
"8031084",5.4638
"8031090",3.55086
"8031097",6.20847
"8031102",5.08998
"8031122",4.90995
"8031145",3.64228
"8031152",6.83961
"8031157",3.97619
"8031176",6.49823
"8031196",4.20587
"8031200",2.60344
"8031207",2.69534
"8031213",3.45267
"8031223",4.45034
"8031238",5.17822
"8031253",3.16756
"8031260",3.75949
"8031277",3.61534
"8031293",2.46123
"8031297",2.99576
"8031311",2.99332
"8031328",3.31494
"8031344",4.79444
"8031346",3.51188
"8031358",4.0619
"8031374",2.92954
"8031387",3.72353
"8031398",2.67324
"8031414",4.30294
"8031439",3.27343
"8031441",4.10786
"8031466",5.13513
"8031475",4.78094
"8031483",8.74281
"8031489",4.2471
"8031495",4.93669
"8031499",4.70197
"8031511",3.89351
"8031514",3.59662
"8031516",5.40639
"8031522",4.74368
"8031526",4.56649
"8031536",5.56631
"8031550",5.26135
"8031566",2.20854
"8031568",4.12781
"8031570",2.15014
"8031573",1.9749
"8031576",2.35512
"8031586",2.89113
"8031600",3.03882
"8031615",1.60298
"8031617",4.03817
"8031622",3.26682
"8031629",5.05209
"8031632",3.87595
"8031640",4.03463
"8031646",4.6262
"8031650",3.04858
"8031659",4.02571
"8031669",4.61652
"8031675",4.25224
"8031680",1.52604
"8031682",2.19065
"8031684",1.3067
"8031686",2.6211
"8031690",6.30107
"8031700",3.93173
"8031712",5.75139
"8031714",7.99827
